,CH1,CH2,CH3,CH4
Second,Volt,Volt,Volt,Volt
-1.45144E-03,5.60000E+00,1.60000E-01,-5.92000E+00,0.00000E+00
-1.44944E-03,5.60000E+00,8.00000E-02,-5.92000E+00,0.00000E+00
-1.44744E-03,5.60000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.44544E-03,5.60000E+00,1.60000E-01,-5.92000E+00,0.00000E+00
-1.44344E-03,5.60000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.44144E-03,5.60000E+00,8.00000E-02,-5.84000E+00,0.00000E+00
-1.43944E-03,5.60000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.43744E-03,5.60000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.43544E-03,5.52000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.43344E-03,5.52000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.43144E-03,5.52000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.42944E-03,5.52000E+00,2.40000E-01,-5.84000E+00,0.00000E+00
-1.42744E-03,5.52000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.42544E-03,5.44000E+00,2.40000E-01,-5.84000E+00,0.00000E+00
-1.42344E-03,5.44000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.42144E-03,5.44000E+00,2.40000E-01,-5.84000E+00,0.00000E+00
-1.41944E-03,5.44000E+00,1.60000E-01,-5.84000E+00,0.00000E+00
-1.41744E-03,5.44000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.41544E-03,5.44000E+00,2.40000E-01,-5.84000E+00,0.00000E+00
-1.41344E-03,5.44000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.41144E-03,5.44000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.40944E-03,5.44000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.40744E-03,5.36000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.40544E-03,5.36000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.40344E-03,5.36000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.40144E-03,5.36000E+00,2.40000E-01,-5.76000E+00,0.00000E+00
-1.39944E-03,5.36000E+00,3.20000E-01,-5.76000E+00,0.00000E+00
-1.39744E-03,5.36000E+00,3.20000E-01,-5.76000E+00,0.00000E+00
-1.39544E-03,5.36000E+00,3.20000E-01,-5.76000E+00,0.00000E+00
-1.39344E-03,5.36000E+00,3.20000E-01,-5.76000E+00,0.00000E+00
-1.39144E-03,5.36000E+00,3.20000E-01,-5.76000E+00,0.00000E+00
-1.38944E-03,5.28000E+00,4.00000E-01,-5.76000E+00,0.00000E+00
-1.38744E-03,5.36000E+00,3.20000E-01,-5.76000E+00,0.00000E+00
-1.38544E-03,5.28000E+00,4.00000E-01,-5.68000E+00,0.00000E+00
-1.38344E-03,5.28000E+00,4.00000E-01,-5.68000E+00,0.00000E+00
-1.38144E-03,5.28000E+00,4.00000E-01,-5.68000E+00,0.00000E+00
-1.37944E-03,5.28000E+00,4.00000E-01,-5.68000E+00,0.00000E+00
-1.37744E-03,5.20000E+00,4.80000E-01,-5.60000E+00,0.00000E+00
-1.37544E-03,5.20000E+00,4.80000E-01,-5.60000E+00,0.00000E+00
-1.37344E-03,5.20000E+00,4.80000E-01,-5.60000E+00,0.00000E+00
-1.37144E-03,5.20000E+00,4.80000E-01,-5.60000E+00,0.00000E+00
-1.36944E-03,5.20000E+00,5.60000E-01,-5.60000E+00,0.00000E+00
-1.36744E-03,5.12000E+00,5.60000E-01,-5.60000E+00,0.00000E+00
-1.36544E-03,5.12000E+00,5.60000E-01,-5.60000E+00,0.00000E+00
-1.36344E-03,5.12000E+00,5.60000E-01,-5.60000E+00,0.00000E+00
-1.36144E-03,5.12000E+00,5.60000E-01,-5.60000E+00,8.00000E-02
-1.35944E-03,5.12000E+00,5.60000E-01,-5.52000E+00,0.00000E+00
-1.35744E-03,5.12000E+00,5.60000E-01,-5.52000E+00,0.00000E+00
-1.35544E-03,5.12000E+00,6.40000E-01,-5.52000E+00,0.00000E+00
-1.35344E-03,5.12000E+00,6.40000E-01,-5.52000E+00,0.00000E+00
-1.35144E-03,5.12000E+00,7.20000E-01,-5.44000E+00,0.00000E+00
-1.34944E-03,5.04000E+00,7.20000E-01,-5.44000E+00,0.00000E+00
-1.34744E-03,5.04000E+00,7.20000E-01,-5.44000E+00,0.00000E+00
-1.34544E-03,5.04000E+00,7.20000E-01,-5.44000E+00,0.00000E+00
-1.34344E-03,5.04000E+00,7.20000E-01,-5.44000E+00,8.00000E-02
-1.34144E-03,4.96000E+00,8.00000E-01,-5.44000E+00,0.00000E+00
-1.33944E-03,5.04000E+00,8.00000E-01,-5.44000E+00,0.00000E+00
-1.33744E-03,4.96000E+00,8.00000E-01,-5.44000E+00,0.00000E+00
-1.33544E-03,4.88000E+00,8.00000E-01,-5.44000E+00,0.00000E+00
-1.33344E-03,4.96000E+00,8.00000E-01,-5.44000E+00,0.00000E+00
-1.33144E-03,4.88000E+00,8.00000E-01,-5.44000E+00,0.00000E+00
-1.32944E-03,4.88000E+00,8.80000E-01,-5.44000E+00,0.00000E+00
-1.32744E-03,4.80000E+00,8.80000E-01,-5.36000E+00,0.00000E+00
-1.32544E-03,4.80000E+00,8.80000E-01,-5.44000E+00,8.00000E-02
-1.32344E-03,4.80000E+00,9.60000E-01,-5.44000E+00,0.00000E+00
-1.32144E-03,4.80000E+00,9.60000E-01,-5.36000E+00,0.00000E+00
-1.31944E-03,4.80000E+00,1.04000E+00,-5.36000E+00,0.00000E+00
-1.31744E-03,4.80000E+00,1.04000E+00,-5.36000E+00,0.00000E+00
-1.31544E-03,4.80000E+00,1.12000E+00,-5.28000E+00,0.00000E+00
-1.31344E-03,4.80000E+00,1.12000E+00,-5.36000E+00,0.00000E+00
-1.31144E-03,4.72000E+00,1.12000E+00,-5.28000E+00,0.00000E+00
-1.30944E-03,4.72000E+00,1.12000E+00,-5.28000E+00,0.00000E+00
-1.30744E-03,4.72000E+00,1.12000E+00,-5.28000E+00,0.00000E+00
-1.30544E-03,4.72000E+00,1.12000E+00,-5.28000E+00,0.00000E+00
-1.30344E-03,4.64000E+00,1.12000E+00,-5.28000E+00,0.00000E+00
-1.30144E-03,4.64000E+00,1.20000E+00,-5.20000E+00,0.00000E+00
-1.29944E-03,4.56000E+00,1.20000E+00,-5.20000E+00,0.00000E+00
-1.29744E-03,4.64000E+00,1.20000E+00,-5.20000E+00,0.00000E+00
-1.29544E-03,4.56000E+00,1.28000E+00,-5.20000E+00,0.00000E+00
-1.29344E-03,4.56000E+00,1.28000E+00,-5.20000E+00,0.00000E+00
-1.29144E-03,4.56000E+00,1.36000E+00,-5.20000E+00,0.00000E+00
-1.28944E-03,4.56000E+00,1.36000E+00,-5.20000E+00,0.00000E+00
-1.28744E-03,4.56000E+00,1.36000E+00,-5.20000E+00,8.00000E-02
-1.28544E-03,4.48000E+00,1.36000E+00,-5.20000E+00,0.00000E+00
-1.28344E-03,4.48000E+00,1.44000E+00,-5.20000E+00,0.00000E+00
-1.28144E-03,4.48000E+00,1.44000E+00,-5.20000E+00,0.00000E+00
-1.27944E-03,4.40000E+00,1.52000E+00,-5.20000E+00,0.00000E+00
-1.27744E-03,4.40000E+00,1.52000E+00,-5.20000E+00,0.00000E+00
-1.27544E-03,4.40000E+00,1.52000E+00,-5.20000E+00,0.00000E+00
-1.27344E-03,4.32000E+00,1.60000E+00,-5.12000E+00,0.00000E+00
-1.27144E-03,4.24000E+00,1.60000E+00,-5.20000E+00,0.00000E+00
-1.26944E-03,4.24000E+00,1.68000E+00,-5.12000E+00,0.00000E+00
-1.26744E-03,4.24000E+00,1.68000E+00,-5.12000E+00,0.00000E+00
-1.26544E-03,4.24000E+00,1.68000E+00,-5.12000E+00,0.00000E+00
-1.26344E-03,4.24000E+00,1.68000E+00,-5.12000E+00,-8.00000E-02
-1.26144E-03,4.24000E+00,1.76000E+00,-5.12000E+00,0.00000E+00
-1.25944E-03,4.16000E+00,1.76000E+00,-5.12000E+00,0.00000E+00
-1.25744E-03,4.08000E+00,1.68000E+00,-5.20000E+00,8.00000E-02
-1.25544E-03,4.08000E+00,1.84000E+00,-5.04000E+00,0.00000E+00
-1.25344E-03,4.08000E+00,1.92000E+00,-5.04000E+00,0.00000E+00
-1.25144E-03,4.08000E+00,1.92000E+00,-5.04000E+00,0.00000E+00
-1.24944E-03,4.00000E+00,1.92000E+00,-5.04000E+00,8.00000E-02
-1.24744E-03,4.00000E+00,1.92000E+00,-5.04000E+00,0.00000E+00
-1.24544E-03,3.92000E+00,2.00000E+00,-5.04000E+00,0.00000E+00
-1.24344E-03,3.92000E+00,2.08000E+00,-4.96000E+00,0.00000E+00
-1.24144E-03,3.92000E+00,2.08000E+00,-5.04000E+00,0.00000E+00
-1.23944E-03,3.92000E+00,2.16000E+00,-4.96000E+00,8.00000E-02
-1.23744E-03,3.92000E+00,2.16000E+00,-5.04000E+00,0.00000E+00
-1.23544E-03,3.84000E+00,2.24000E+00,-4.96000E+00,0.00000E+00
-1.23344E-03,3.76000E+00,2.24000E+00,-4.96000E+00,0.00000E+00
-1.23144E-03,3.76000E+00,2.24000E+00,-4.96000E+00,0.00000E+00
-1.22944E-03,3.68000E+00,2.32000E+00,-4.96000E+00,0.00000E+00
-1.22744E-03,3.68000E+00,2.32000E+00,-4.96000E+00,0.00000E+00
-1.22544E-03,3.68000E+00,2.40000E+00,-4.96000E+00,0.00000E+00
-1.22344E-03,3.68000E+00,2.40000E+00,-4.96000E+00,0.00000E+00
-1.22144E-03,3.60000E+00,2.48000E+00,-4.96000E+00,8.00000E-02
-1.21944E-03,3.60000E+00,2.56000E+00,-4.96000E+00,0.00000E+00
-1.21744E-03,3.52000E+00,2.56000E+00,-4.96000E+00,0.00000E+00
-1.21544E-03,3.52000E+00,2.56000E+00,-4.88000E+00,0.00000E+00
-1.21344E-03,3.44000E+00,2.56000E+00,-4.96000E+00,0.00000E+00
-1.21144E-03,3.44000E+00,2.64000E+00,-4.88000E+00,0.00000E+00
-1.20944E-03,3.36000E+00,2.72000E+00,-4.96000E+00,0.00000E+00
-1.20744E-03,3.36000E+00,2.72000E+00,-4.96000E+00,0.00000E+00
-1.20544E-03,3.36000E+00,2.80000E+00,-4.88000E+00,0.00000E+00
-1.20344E-03,3.36000E+00,2.80000E+00,-4.88000E+00,0.00000E+00
-1.20144E-03,3.28000E+00,2.80000E+00,-4.88000E+00,0.00000E+00
-1.19944E-03,3.20000E+00,2.88000E+00,-4.88000E+00,0.00000E+00
-1.19744E-03,3.20000E+00,2.88000E+00,-4.96000E+00,0.00000E+00
-1.19544E-03,3.12000E+00,2.96000E+00,-4.88000E+00,0.00000E+00
-1.19344E-03,3.12000E+00,2.96000E+00,-4.88000E+00,8.00000E-02
-1.19144E-03,3.12000E+00,3.04000E+00,-4.88000E+00,0.00000E+00
-1.18944E-03,3.12000E+00,3.12000E+00,-4.88000E+00,0.00000E+00
-1.18744E-03,3.12000E+00,3.12000E+00,-4.96000E+00,0.00000E+00
-1.18544E-03,3.04000E+00,3.12000E+00,-4.88000E+00,0.00000E+00
-1.18344E-03,2.96000E+00,3.20000E+00,-4.88000E+00,0.00000E+00
-1.18144E-03,2.96000E+00,3.20000E+00,-4.96000E+00,0.00000E+00
-1.17944E-03,2.88000E+00,3.28000E+00,-4.88000E+00,0.00000E+00
-1.17744E-03,2.80000E+00,3.28000E+00,-4.96000E+00,0.00000E+00
-1.17544E-03,2.72000E+00,3.28000E+00,-4.96000E+00,0.00000E+00
-1.17344E-03,2.80000E+00,3.36000E+00,-4.88000E+00,0.00000E+00
-1.17144E-03,2.72000E+00,3.36000E+00,-4.96000E+00,0.00000E+00
-1.16944E-03,2.72000E+00,3.44000E+00,-4.88000E+00,-8.00000E-02
-1.16744E-03,2.56000E+00,3.36000E+00,-4.96000E+00,0.00000E+00
-1.16544E-03,2.64000E+00,3.52000E+00,-4.96000E+00,0.00000E+00
-1.16344E-03,2.56000E+00,3.44000E+00,-4.96000E+00,0.00000E+00
-1.16144E-03,2.48000E+00,3.52000E+00,-5.04000E+00,-8.00000E-02
-1.15944E-03,2.56000E+00,3.60000E+00,-4.96000E+00,0.00000E+00
-1.15744E-03,2.48000E+00,3.60000E+00,-4.96000E+00,0.00000E+00
-1.15544E-03,2.48000E+00,3.68000E+00,-4.96000E+00,0.00000E+00
-1.15344E-03,2.40000E+00,3.68000E+00,-4.96000E+00,0.00000E+00
-1.15144E-03,2.32000E+00,3.68000E+00,-4.96000E+00,0.00000E+00
-1.14944E-03,2.32000E+00,3.76000E+00,-4.96000E+00,0.00000E+00
-1.14744E-03,2.24000E+00,3.76000E+00,-4.96000E+00,0.00000E+00
-1.14544E-03,2.24000E+00,3.84000E+00,-4.96000E+00,0.00000E+00
-1.14344E-03,2.24000E+00,3.84000E+00,-4.96000E+00,0.00000E+00
-1.14144E-03,2.16000E+00,3.92000E+00,-4.96000E+00,0.00000E+00
-1.13944E-03,2.16000E+00,3.92000E+00,-5.04000E+00,0.00000E+00
-1.13744E-03,2.08000E+00,3.92000E+00,-5.04000E+00,0.00000E+00
-1.13544E-03,2.08000E+00,3.92000E+00,-5.04000E+00,0.00000E+00
-1.13344E-03,2.00000E+00,3.92000E+00,-5.04000E+00,0.00000E+00
-1.13144E-03,2.00000E+00,4.00000E+00,-5.04000E+00,0.00000E+00
-1.12944E-03,1.92000E+00,4.00000E+00,-5.04000E+00,0.00000E+00
-1.12744E-03,1.92000E+00,4.08000E+00,-5.04000E+00,-8.00000E-02
-1.12544E-03,1.92000E+00,4.08000E+00,-5.12000E+00,0.00000E+00
-1.12344E-03,1.92000E+00,4.08000E+00,-5.04000E+00,0.00000E+00
-1.12144E-03,1.84000E+00,4.16000E+00,-5.04000E+00,0.00000E+00
-1.11944E-03,1.84000E+00,4.24000E+00,-5.12000E+00,0.00000E+00
-1.11744E-03,1.76000E+00,4.16000E+00,-5.04000E+00,0.00000E+00
-1.11544E-03,1.76000E+00,4.24000E+00,-5.12000E+00,0.00000E+00
-1.11344E-03,1.76000E+00,4.24000E+00,-5.12000E+00,0.00000E+00
-1.11144E-03,1.68000E+00,4.24000E+00,-5.12000E+00,0.00000E+00
-1.10944E-03,1.68000E+00,4.32000E+00,-5.12000E+00,0.00000E+00
-1.10744E-03,1.68000E+00,4.32000E+00,-5.12000E+00,0.00000E+00
-1.10544E-03,1.60000E+00,4.32000E+00,-5.20000E+00,0.00000E+00
-1.10344E-03,1.60000E+00,4.40000E+00,-5.20000E+00,0.00000E+00
-1.10144E-03,1.60000E+00,4.40000E+00,-5.20000E+00,0.00000E+00
-1.09944E-03,1.52000E+00,4.48000E+00,-5.20000E+00,0.00000E+00
-1.09744E-03,1.52000E+00,4.48000E+00,-5.20000E+00,0.00000E+00
-1.09544E-03,1.44000E+00,4.48000E+00,-5.20000E+00,0.00000E+00
-1.09344E-03,1.44000E+00,4.56000E+00,-5.20000E+00,0.00000E+00
-1.09144E-03,1.36000E+00,4.56000E+00,-5.20000E+00,8.00000E-02
-1.08944E-03,1.36000E+00,4.56000E+00,-5.20000E+00,0.00000E+00
-1.08744E-03,1.36000E+00,4.56000E+00,-5.20000E+00,0.00000E+00
-1.08544E-03,1.36000E+00,4.56000E+00,-5.20000E+00,0.00000E+00
-1.08344E-03,1.36000E+00,4.56000E+00,-5.20000E+00,0.00000E+00
-1.08144E-03,1.28000E+00,4.64000E+00,-5.28000E+00,0.00000E+00
-1.07944E-03,1.28000E+00,4.64000E+00,-5.20000E+00,0.00000E+00
-1.07744E-03,1.20000E+00,4.72000E+00,-5.20000E+00,0.00000E+00
-1.07544E-03,1.20000E+00,4.72000E+00,-5.28000E+00,0.00000E+00
-1.07344E-03,1.20000E+00,4.72000E+00,-5.28000E+00,0.00000E+00
-1.07144E-03,1.12000E+00,4.72000E+00,-5.36000E+00,0.00000E+00
-1.06944E-03,1.12000E+00,4.80000E+00,-5.28000E+00,0.00000E+00
-1.06744E-03,1.12000E+00,4.80000E+00,-5.36000E+00,0.00000E+00
-1.06544E-03,1.12000E+00,4.80000E+00,-5.36000E+00,8.00000E-02
-1.06344E-03,1.12000E+00,4.80000E+00,-5.28000E+00,8.00000E-02
-1.06144E-03,1.12000E+00,4.80000E+00,-5.36000E+00,0.00000E+00
-1.05944E-03,1.12000E+00,4.88000E+00,-5.36000E+00,0.00000E+00
-1.05744E-03,9.60000E-01,4.80000E+00,-5.44000E+00,0.00000E+00
-1.05544E-03,1.04000E+00,4.80000E+00,-5.44000E+00,0.00000E+00
-1.05344E-03,9.60000E-01,4.88000E+00,-5.44000E+00,0.00000E+00
-1.05144E-03,9.60000E-01,4.88000E+00,-5.44000E+00,0.00000E+00
-1.04944E-03,9.60000E-01,4.88000E+00,-5.44000E+00,0.00000E+00
-1.04744E-03,8.80000E-01,4.96000E+00,-5.44000E+00,0.00000E+00
-1.04544E-03,8.80000E-01,4.96000E+00,-5.44000E+00,0.00000E+00
-1.04344E-03,8.00000E-01,4.96000E+00,-5.44000E+00,0.00000E+00
-1.04144E-03,8.00000E-01,5.04000E+00,-5.44000E+00,0.00000E+00
-1.03944E-03,8.00000E-01,5.04000E+00,-5.44000E+00,0.00000E+00
-1.03744E-03,8.00000E-01,5.04000E+00,-5.44000E+00,0.00000E+00
-1.03544E-03,8.00000E-01,5.04000E+00,-5.44000E+00,0.00000E+00
-1.03344E-03,8.00000E-01,5.04000E+00,-5.52000E+00,0.00000E+00
-1.03144E-03,7.20000E-01,5.12000E+00,-5.44000E+00,8.00000E-02
-1.02944E-03,7.20000E-01,5.12000E+00,-5.52000E+00,0.00000E+00
-1.02744E-03,7.20000E-01,5.12000E+00,-5.52000E+00,0.00000E+00
-1.02544E-03,7.20000E-01,5.12000E+00,-5.52000E+00,0.00000E+00
-1.02344E-03,7.20000E-01,5.12000E+00,-5.52000E+00,0.00000E+00
-1.02144E-03,6.40000E-01,5.12000E+00,-5.60000E+00,0.00000E+00
-1.01944E-03,7.20000E-01,5.12000E+00,-5.60000E+00,0.00000E+00
-1.01744E-03,6.40000E-01,5.12000E+00,-5.52000E+00,0.00000E+00
-1.01544E-03,5.60000E-01,5.12000E+00,-5.60000E+00,0.00000E+00
-1.01344E-03,6.40000E-01,5.20000E+00,-5.60000E+00,0.00000E+00
-1.01144E-03,5.60000E-01,5.20000E+00,-5.60000E+00,0.00000E+00
-1.00944E-03,5.60000E-01,5.20000E+00,-5.68000E+00,0.00000E+00
-1.00744E-03,5.60000E-01,5.20000E+00,-5.68000E+00,0.00000E+00
-1.00544E-03,5.60000E-01,5.28000E+00,-5.60000E+00,0.00000E+00
-1.00344E-03,5.60000E-01,5.20000E+00,-5.68000E+00,0.00000E+00
-1.00144E-03,5.60000E-01,5.28000E+00,-5.60000E+00,0.00000E+00
-9.99440E-04,5.60000E-01,5.28000E+00,-5.68000E+00,0.00000E+00
-9.97440E-04,5.60000E-01,5.28000E+00,-5.76000E+00,-8.00000E-02
-9.95440E-04,4.80000E-01,5.28000E+00,-5.76000E+00,0.00000E+00
-9.93440E-04,4.80000E-01,5.36000E+00,-5.68000E+00,0.00000E+00
-9.91440E-04,4.80000E-01,5.36000E+00,-5.76000E+00,0.00000E+00
-9.89440E-04,4.00000E-01,5.36000E+00,-5.76000E+00,0.00000E+00
-9.87440E-04,4.00000E-01,5.36000E+00,-5.76000E+00,0.00000E+00
-9.85440E-04,4.00000E-01,5.36000E+00,-5.76000E+00,0.00000E+00
-9.83440E-04,3.20000E-01,5.36000E+00,-5.76000E+00,0.00000E+00
-9.81440E-04,3.20000E-01,5.36000E+00,-5.76000E+00,0.00000E+00
-9.79440E-04,3.20000E-01,5.36000E+00,-5.76000E+00,0.00000E+00
-9.77440E-04,3.20000E-01,5.36000E+00,-5.76000E+00,0.00000E+00
-9.75440E-04,3.20000E-01,5.44000E+00,-5.76000E+00,-8.00000E-02
-9.73440E-04,3.20000E-01,5.44000E+00,-5.76000E+00,0.00000E+00
-9.71440E-04,2.40000E-01,5.44000E+00,-5.76000E+00,0.00000E+00
-9.69440E-04,2.40000E-01,5.44000E+00,-5.76000E+00,0.00000E+00
-9.67440E-04,2.40000E-01,5.44000E+00,-5.84000E+00,0.00000E+00
-9.65440E-04,2.40000E-01,5.44000E+00,-5.84000E+00,0.00000E+00
-9.63440E-04,2.40000E-01,5.52000E+00,-5.84000E+00,0.00000E+00
-9.61440E-04,2.40000E-01,5.52000E+00,-5.84000E+00,0.00000E+00
-9.59440E-04,2.40000E-01,5.52000E+00,-5.84000E+00,0.00000E+00
-9.57440E-04,2.40000E-01,5.60000E+00,-5.84000E+00,0.00000E+00
-9.55440E-04,2.40000E-01,5.60000E+00,-5.84000E+00,0.00000E+00
-9.53440E-04,2.40000E-01,5.60000E+00,-5.84000E+00,8.00000E-02
-9.51440E-04,1.60000E-01,5.60000E+00,-5.84000E+00,0.00000E+00
-9.49440E-04,1.60000E-01,5.60000E+00,-5.84000E+00,0.00000E+00
-9.47440E-04,2.40000E-01,5.60000E+00,-5.84000E+00,0.00000E+00
-9.45440E-04,1.60000E-01,5.60000E+00,-5.84000E+00,8.00000E-02
-9.43440E-04,1.60000E-01,5.60000E+00,-5.84000E+00,0.00000E+00
-9.41440E-04,1.60000E-01,5.60000E+00,-5.84000E+00,0.00000E+00
-9.39440E-04,1.60000E-01,5.60000E+00,-5.92000E+00,0.00000E+00
-9.37440E-04,1.60000E-01,5.68000E+00,-5.92000E+00,0.00000E+00
-9.35440E-04,1.60000E-01,5.60000E+00,-5.84000E+00,0.00000E+00
-9.33440E-04,1.60000E-01,5.68000E+00,-5.92000E+00,0.00000E+00
-9.31440E-04,1.60000E-01,5.68000E+00,-5.92000E+00,0.00000E+00
-9.29440E-04,8.00000E-02,5.68000E+00,-5.84000E+00,0.00000E+00
-9.27440E-04,8.00000E-02,5.68000E+00,-5.92000E+00,0.00000E+00
-9.25440E-04,8.00000E-02,5.68000E+00,-5.84000E+00,8.00000E-02
-9.23440E-04,8.00000E-02,5.68000E+00,-5.92000E+00,0.00000E+00
-9.21440E-04,8.00000E-02,5.68000E+00,-5.92000E+00,0.00000E+00
-9.19440E-04,8.00000E-02,5.68000E+00,-5.92000E+00,0.00000E+00
-9.17440E-04,8.00000E-02,5.68000E+00,-5.92000E+00,0.00000E+00
-9.15440E-04,8.00000E-02,5.68000E+00,-5.92000E+00,0.00000E+00
-9.13440E-04,8.00000E-02,5.68000E+00,-5.92000E+00,0.00000E+00
-9.11440E-04,0.00000E+00,5.68000E+00,-6.00000E+00,0.00000E+00
-9.09440E-04,0.00000E+00,5.68000E+00,-5.92000E+00,0.00000E+00
-9.07440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,8.00000E-02
-9.05440E-04,0.00000E+00,5.68000E+00,-5.92000E+00,0.00000E+00
-9.03440E-04,8.00000E-02,5.68000E+00,-5.84000E+00,0.00000E+00
-9.01440E-04,0.00000E+00,5.68000E+00,-5.92000E+00,0.00000E+00
-8.99440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.97440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.95440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.93440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.91440E-04,0.00000E+00,5.76000E+00,-5.84000E+00,0.00000E+00
-8.89440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.87440E-04,0.00000E+00,5.76000E+00,-5.84000E+00,0.00000E+00
-8.85440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.83440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.81440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.79440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.77440E-04,-8.00000E-02,5.76000E+00,-5.92000E+00,0.00000E+00
-8.75440E-04,-8.00000E-02,5.84000E+00,-5.92000E+00,0.00000E+00
-8.73440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.71440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.69440E-04,0.00000E+00,5.76000E+00,-5.92000E+00,0.00000E+00
-8.67440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.65440E-04,-8.00000E-02,5.84000E+00,-5.92000E+00,0.00000E+00
-8.63440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.61440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.59440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.57440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.55440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.53440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.51440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.49440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.47440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.45440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.43440E-04,0.00000E+00,5.84000E+00,-5.84000E+00,0.00000E+00
-8.41440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.39440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.37440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.35440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.33440E-04,-8.00000E-02,5.92000E+00,-5.76000E+00,0.00000E+00
-8.31440E-04,-8.00000E-02,5.84000E+00,-5.84000E+00,0.00000E+00
-8.29440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.27440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.25440E-04,-8.00000E-02,5.92000E+00,-5.84000E+00,0.00000E+00
-8.23440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.21440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.19440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.17440E-04,-8.00000E-02,5.92000E+00,-5.76000E+00,0.00000E+00
-8.15440E-04,-8.00000E-02,5.92000E+00,-5.76000E+00,0.00000E+00
-8.13440E-04,-8.00000E-02,5.92000E+00,-5.76000E+00,0.00000E+00
-8.11440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.09440E-04,-8.00000E-02,5.92000E+00,-5.76000E+00,0.00000E+00
-8.07440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.05440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.03440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-8.01440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-7.99440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-7.97440E-04,-8.00000E-02,5.92000E+00,-5.68000E+00,0.00000E+00
-7.95440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-7.93440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
-7.91440E-04,-8.00000E-02,5.84000E+00,-5.76000E+00,0.00000E+00
